,YEAR,SEX,AGE,INCOME,COHORT,RACE,EDUC,REALINC,WTSSALL
15126,1983,2,52,8,1931,2,12,10223,.5058
15127,1983,2,31,12,1952,1,16,48277,1.0116
15128,1983,1,40,11,1943,1,12,24139,.5058
15129,1983,2,44,12,1939,1,12,48277,1.0116
15130,1983,1,32,12,1951,1,16,48277,1.0116
15131,1983,2,49,12,1934,1,16,110895,1.0116
15132,1983,1,55,12,1928,1,7,34078,1.0116
15133,1983,2,63,12,1920,1,14,110895,1.5175
15134,1983,2,28,9,1955,2,12,15619,1.0116
15135,1983,2,54,7,1929,2,8,8520,.5058
15136,1983,2,29,9,1954,2,11,12779,.5058
15137,1983,2,28,1,1955,2,9,568,2.0233
15138,1983,2,72,8,1911,1,16,10223,.5058
15139,1983,2,35,12,1948,1,16,110895,1.0116
15140,1983,2,53,12,1930,1,18,110895,1.0116
15141,1983,2,84,9,1899,1,11,12779,.5058
15142,1983,1,85,5,1898,1,16,6248,.5058
15143,1983,1,72,9,1911,1,3,12779,.5058
15144,1983,2,31,12,1952,1,13,34078,1.0116
15145,1983,2,25,10,1958,1,11,18459,1.0116
15146,1983,2,26,12,1957,1,16,34078,1.0116
15147,1983,2,33,10,1950,1,11,21299,.5058
15148,1983,1,28,13,1955,1,16,0,1.0116
15149,1983,1,41,10,1942,1,15,21299,1.0116
15150,1983,1,41,12,1942,1,12,34078,1.0116
15151,1983,2,43,5,1940,1,9,6248,.5058
15152,1983,2,32,12,1951,1,10,110895,1.0116
15153,1983,1,72,9,1911,1,5,12779,1.0116
15154,1983,2,43,9,1940,1,16,15619,.5058
15155,1983,2,48,12,1935,1,12,48277,1.0116
15156,1983,2,34,11,1949,1,18,24139,1.5175
15157,1983,2,58,10,1925,1,12,21299,1.0116
15158,1983,1,31,12,1952,1,12,110895,1.0116
15159,1983,2,21,9,1962,1,12,12779,2.0233
15160,1983,1,21,2,1962,1,8,2272,.5058
15161,1983,1,72,4,1911,1,3,5112,1.0116
15162,1983,2,36,11,1947,1,12,26411,1.0116
15163,1983,1,31,12,1952,1,11,34078,1.0116
15164,1983,1,63,7,1920,1,4,8520,1.0116
15165,1983,2,25,12,1958,1,12,34078,1.0116
15166,1983,2,22,8,1961,1,10,10223,1.0116
15167,1983,1,26,5,1957,1,9,6248,1.0116
15168,1983,1,30,8,1953,1,12,10223,1.0116
15169,1983,1,32,12,1951,1,16,34078,1.0116
15170,1983,2,25,6,1958,1,10,7384,.5058
15171,1983,2,39,2,1944,1,5,2272,1.0116
15172,1983,2,30,10,1953,1,4,18459,1.0116
15173,1983,1,25,9,1958,1,12,15619,1.0116
15174,1983,2,59,9,1924,1,2,12779,1.0116
15175,1983,1,39,12,1944,1,16,34078,1.0116
15176,1983,2,40,3,1943,1,12,3976,1.0116
15177,1983,1,19,9,1964,1,12,15619,1.5175
15178,1983,2,25,12,1958,1,12,48277,1.0116
15179,1983,1,25,3,1958,1,16,3976,1.0116
15180,1983,2,20,6,1963,1,12,7384,1.0116
15181,1983,2,59,9,1924,1,11,15619,1.0116
15182,1983,2,62,10,1921,1,10,18459,1.0116
15183,1983,1,63,11,1920,1,10,24139,1.0116
15184,1983,2,69,9,1914,1,11,15619,1.0116
15185,1983,2,70,9,1913,1,11,15619,.5058
15186,1983,1,20,9,1963,1,12,12779,.5058
15187,1983,1,81,11,1902,1,14,24139,.5058
15188,1983,1,24,10,1959,1,12,18459,2.0233
15189,1983,2,63,12,1920,1,16,34078,.5058
15190,1983,1,45,12,1938,1,16,110895,1.0116
15191,1983,1,32,12,1951,1,20,110895,.5058
15192,1983,1,57,12,1926,1,17,110895,1.0116
15193,1983,1,42,12,1941,1,19,48277,.5058
15194,1983,1,50,12,1933,1,19,110895,1.0116
15195,1983,2,62,4,1921,1,3,5112,1.5175
15196,1983,1,60,12,1923,1,12,48277,1.5175
15197,1983,2,34,6,1949,1,12,7384,.5058
15198,1983,1,72,13,1911,1,12,0,.5058
15199,1983,2,22,2,1961,2,14,2272,.5058
15200,1983,1,21,5,1962,2,11,6248,.5058
15201,1983,2,74,6,1909,2,12,7384,1.0116
15202,1983,2,32,12,1951,2,12,34078,.5058
15203,1983,2,30,12,1953,2,13,34078,1.0116
15204,1983,2,29,1,1954,2,12,568,.5058
15205,1983,2,26,1,1957,2,12,568,1.0116
15206,1983,2,23,9,1960,2,13,12779,1.0116
15207,1983,2,31,5,1952,2,12,6248,1.0116
15208,1983,1,39,12,1944,1,18,48277,1.0116
15209,1983,2,41,12,1942,1,18,48277,1.0116
15210,1983,1,45,12,1938,1,12,48277,1.0116
15211,1983,2,19,12,1964,1,12,34078,1.5175
15212,1983,2,56,12,1927,1,12,48277,1.0116
15213,1983,2,47,7,1936,1,11,8520,.5058
15214,1983,1,25,11,1958,1,16,26411,1.0116
15215,1983,2,76,98,1907,1,7,0,.5058
15216,1983,1,19,12,1964,1,10,34078,1.0116
15217,1983,2,36,8,1947,1,12,10223,.5058
15218,1983,2,36,8,1947,1,3,10223,1.0116
15219,1983,2,99,9,9999,1,13,12779,.5058
15220,1983,2,44,9,1939,1,12,15619,.5058
15221,1983,2,45,9,1938,1,11,12779,1.5175
15222,1983,1,39,11,1944,1,9,26411,1.0116
15223,1983,2,74,12,1909,1,14,34078,2.0233
15224,1983,2,77,8,1906,1,14,10223,.5058
15225,1983,1,31,9,1952,1,18,12779,.5058
15226,1983,2,51,12,1932,1,16,110895,1.0116
15227,1983,1,65,12,1918,1,16,48277,1.0116
15228,1983,1,51,12,1932,1,18,48277,.5058
15229,1983,1,22,9,1961,1,12,15619,.5058
15230,1983,2,61,5,1922,2,7,6248,1.5175
15231,1983,2,65,6,1918,2,3,7384,1.0116
15232,1983,1,67,8,1916,2,6,10223,1.5175
15233,1983,2,34,10,1949,1,7,21299,1.0116
15234,1983,2,43,12,1940,1,12,34078,1.0116
15235,1983,2,34,12,1949,1,12,48277,1.0116
15236,1983,1,43,12,1940,1,14,34078,1.0116
15237,1983,2,19,10,1964,1,12,18459,1.5175
15238,1983,2,62,9,1921,1,11,12779,1.0116
15239,1983,1,73,12,1910,1,13,48277,1.0116
15240,1983,1,38,12,1945,1,14,110895,1.0116
15241,1983,2,29,11,1954,1,14,24139,1.0116
15242,1983,1,35,9,1948,1,15,12779,1.0116
15243,1983,2,81,13,1902,1,20,0,1.0116
15244,1983,2,40,8,1943,1,16,10223,1.0116
15245,1983,1,37,12,1946,1,16,48277,1.0116
15246,1983,1,51,13,1932,1,19,0,.5058
15247,1983,1,43,12,1940,1,13,48277,2.0233
15248,1983,1,24,12,1959,1,15,110895,2.0233
15249,1983,2,53,9,1930,1,12,15619,1.0116
15250,1983,2,24,9,1959,1,11,12779,.5058
15251,1983,2,50,11,1933,1,13,26411,1.0116
15252,1983,1,67,5,1916,1,10,6248,.5058
15253,1983,1,24,10,1959,1,15,21299,1.0116
15254,1983,2,84,5,1899,1,16,6248,.5058
15255,1983,2,67,5,1916,1,5,6248,.5058
15256,1983,2,69,4,1914,1,9,5112,.5058
15257,1983,2,65,8,1918,1,10,10223,1.0116
15258,1983,1,80,10,1903,1,5,21299,1.0116
15259,1983,2,23,9,1960,1,12,12779,1.0116
15260,1983,1,68,6,1915,1,4,7384,1.0116
15261,1983,2,41,12,1942,1,12,34078,1.5175
15262,1983,2,35,11,1948,1,13,24139,1.0116
15263,1983,1,55,13,1928,1,12,0,1.0116
15264,1983,2,75,2,1908,1,8,2272,.5058
15265,1983,2,54,11,1929,1,12,26411,1.5175
15266,1983,2,28,12,1955,1,12,48277,1.0116
15267,1983,1,27,11,1956,1,12,24139,1.0116
15268,1983,2,44,12,1939,1,17,110895,1.5175
15269,1983,1,26,10,1957,1,13,21299,2.0233
15270,1983,2,29,12,1954,1,12,48277,1.0116
15271,1983,2,66,9,1917,1,12,15619,.5058
15272,1983,1,35,12,1948,1,12,34078,1.0116
15273,1983,2,65,11,1918,1,16,24139,.5058
15274,1983,1,33,13,1950,1,12,0,.5058
15275,1983,2,37,10,1946,1,13,18459,1.0116
15276,1983,2,33,12,1950,1,12,34078,1.0116
15277,1983,1,20,6,1963,1,13,7384,1.5175
15278,1983,1,50,12,1933,1,14,48277,.5058
15279,1983,1,32,12,1951,1,14,48277,1.0116
15280,1983,2,74,10,1909,1,10,18459,1.0116
15281,1983,2,40,10,1943,1,12,18459,.5058
15282,1983,1,27,11,1956,1,12,24139,1.0116
15283,1983,2,25,9,1958,1,15,15619,1.0116
15284,1983,1,31,12,1952,1,17,34078,1.0116
15285,1983,1,30,10,1953,1,13,18459,1.0116
15286,1983,1,24,9,1959,1,14,15619,1.0116
15287,1983,1,53,10,1930,1,9,18459,1.0116
15288,1983,2,46,12,1937,1,17,34078,1.0116
15289,1983,1,25,5,1958,1,16,6248,1.0116
15290,1983,1,24,5,1959,1,15,6248,1.0116
15291,1983,1,23,8,1960,1,12,10223,2.0233
15292,1983,1,23,5,1960,1,14,6248,1.0116
15293,1983,2,21,9,1962,1,14,12779,1.0116
15294,1983,2,22,9,1961,1,16,12779,1.0116
15295,1983,1,32,12,1951,1,15,110895,1.0116
15296,1983,1,31,12,1952,1,11,110895,1.0116
15297,1983,2,47,12,1936,1,12,34078,1.0116
15298,1983,2,51,12,1932,1,12,34078,1.5175
15299,1983,1,44,11,1939,1,11,26411,1.0116
15300,1983,1,25,11,1958,1,10,26411,1.0116
15301,1983,2,29,12,1954,1,12,34078,1.0116
15302,1983,1,41,12,1942,1,10,34078,1.0116
15303,1983,2,73,9,1910,1,14,15619,1.0116
15304,1983,2,34,10,1949,1,17,18459,1.0116
15305,1983,1,27,11,1956,1,12,26411,1.0116
15306,1983,2,52,13,1931,1,12,0,1.0116
15307,1983,1,40,12,1943,1,12,48277,1.0116
15308,1983,1,30,9,1953,1,13,15619,1.0116
15309,1983,1,27,12,1956,1,12,48277,2.0233
15310,1983,1,71,8,1912,1,14,10223,.5058
15311,1983,2,35,11,1948,1,16,26411,.5058
15312,1983,2,60,10,1923,1,12,18459,2.0233
15313,1983,1,42,13,1941,1,7,0,1.0116
15314,1983,2,67,8,1916,1,11,10223,1.0116
15315,1983,1,54,11,1929,1,12,24139,1.0116
15316,1983,1,63,9,1920,1,8,15619,2.0233
15317,1983,1,32,12,1951,1,15,34078,1.0116
15318,1983,2,60,12,1923,1,12,34078,1.0116
15319,1983,1,32,12,1951,1,17,110895,1.0116
15320,1983,1,48,12,1935,1,15,48277,1.0116
15321,1983,2,32,10,1951,1,12,21299,1.0116
15322,1983,1,57,12,1926,1,12,34078,1.5175
15323,1983,2,36,11,1947,1,12,24139,.5058
15324,1983,1,83,11,1900,1,7,26411,.5058
15325,1983,2,58,13,1925,1,12,0,1.0116
15326,1983,2,66,98,1917,1,8,0,1.0116
15327,1983,1,60,10,1923,1,12,18459,1.0116
15328,1983,2,21,10,1962,1,9,18459,1.0116
15329,1983,2,41,6,1942,1,12,7384,1.0116
15330,1983,2,72,7,1911,1,14,8520,.5058
15331,1983,1,49,13,1934,1,12,0,1.0116
15332,1983,1,19,98,1964,1,12,0,2.0233
15333,1983,1,31,11,1952,1,16,24139,1.0116
15334,1983,1,60,12,1923,1,9,48277,1.0116
15335,1983,2,70,4,1913,1,8,5112,.5058
15336,1983,2,50,12,1933,1,8,34078,1.0116
15337,1983,2,32,11,1951,1,12,26411,1.0116
15338,1983,1,33,10,1950,1,12,21299,1.0116
15339,1983,2,27,12,1956,1,12,48277,1.0116
15340,1983,1,22,1,1961,1,12,568,1.5175
15341,1983,2,26,12,1957,1,14,34078,1.0116
15342,1983,2,33,12,1950,1,11,34078,1.5175
15343,1983,2,30,12,1953,1,12,34078,1.0116
15344,1983,2,42,12,1941,1,12,34078,1.0116
15345,1983,2,56,12,1927,1,12,48277,1.0116
15346,1983,2,56,9,1927,1,12,15619,1.0116
15347,1983,2,24,5,1959,1,13,6248,.5058
15348,1983,1,27,11,1956,1,15,24139,1.0116
15349,1983,2,52,12,1931,1,9,48277,1.5175
15350,1983,2,69,5,1914,1,9,6248,.5058
15351,1983,1,46,12,1937,1,16,34078,2.0233
15352,1983,1,22,11,1961,1,12,26411,2.5291
15353,1983,2,71,9,1912,1,10,12779,1.0116
15354,1983,1,26,9,1957,1,12,15619,1.0116
15355,1983,1,36,10,1947,1,12,21299,1.0116
15356,1983,2,82,5,1901,1,8,6248,.5058
15357,1983,2,76,5,1907,1,8,6248,1.0116
15358,1983,2,19,2,1964,1,11,2272,1.5175
15359,1983,1,40,4,1943,1,12,5112,1.5175
15360,1983,2,33,11,1950,1,12,26411,1.0116
15361,1983,1,42,10,1941,1,12,21299,1.5175
15362,1983,1,53,12,1930,1,9,110895,1.0116
15363,1983,1,32,11,1951,1,16,26411,1.0116
15364,1983,1,49,12,1934,1,11,48277,.5058
15365,1983,2,52,98,1931,1,12,0,1.5175
15366,1983,1,37,10,1946,1,11,18459,1.0116
15367,1983,1,25,9,1958,1,10,12779,.5058
15368,1983,1,34,10,1949,1,5,18459,1.0116
15369,1983,1,52,5,1931,1,11,6248,1.0116
15370,1983,1,54,12,1929,1,10,34078,1.0116
15371,1983,1,52,12,1931,1,12,34078,1.0116
15372,1983,2,44,9,1939,1,12,12779,.5058
15373,1983,2,29,9,1954,1,17,15619,.5058
15374,1983,1,31,11,1952,1,15,26411,1.0116
15375,1983,1,19,9,1964,2,11,12779,2.0233
15376,1983,2,61,3,1922,1,7,3976,1.0116
15377,1983,2,37,12,1946,1,12,48277,1.0116
15378,1983,2,51,10,1932,1,13,21299,1.5175
15379,1983,1,24,12,1959,1,12,34078,1.5175
15380,1983,2,55,11,1928,1,15,26411,1.0116
15381,1983,1,83,6,1900,1,9,7384,1.0116
15382,1983,2,42,12,1941,1,14,110895,1.0116
15383,1983,1,24,9,1959,1,16,15619,.5058
15384,1983,1,21,4,1962,1,12,5112,1.0116
15385,1983,1,48,11,1935,1,15,26411,1.0116
15386,1983,1,74,13,1909,1,8,0,1.0116
15387,1983,1,36,11,1947,1,18,24139,1.0116
15388,1983,2,78,98,1905,1,13,0,.5058
15389,1983,2,60,98,1923,1,14,0,.5058
15390,1983,1,76,9,1907,1,13,12779,1.0116
15391,1983,2,62,98,1921,1,8,0,1.5175
15392,1983,2,54,8,1929,1,11,10223,1.0116
15393,1983,1,67,10,1916,1,12,18459,1.0116
15394,1983,2,67,13,1916,1,12,0,1.0116
15395,1983,1,46,13,1937,1,15,0,1.0116
15396,1983,2,68,13,1915,1,14,0,.5058
15397,1983,2,57,13,1926,1,14,0,1.0116
15398,1983,2,48,7,1935,1,7,8520,1.5175
15399,1983,2,29,9,1954,1,10,12779,.5058
15400,1983,1,31,12,1952,1,13,34078,1.0116
15401,1983,2,28,9,1955,2,14,12779,.5058
15402,1983,1,26,11,1957,2,12,24139,1.0116
15403,1983,1,72,2,1911,2,0,2272,.5058
15404,1983,1,27,9,1956,2,14,15619,1.0116
15405,1983,2,39,12,1944,1,16,34078,1.0116
15406,1983,2,28,5,1955,1,7,6248,1.0116
15407,1983,1,24,11,1959,1,10,24139,1.0116
15408,1983,2,56,11,1927,1,11,26411,1.5175
15409,1983,2,25,9,1958,1,12,15619,1.0116
15410,1983,2,67,2,1916,1,11,2272,.5058
15411,1983,2,29,10,1954,1,17,18459,.5058
15412,1983,2,19,8,1964,1,12,10223,1.0116
15413,1983,2,30,12,1953,1,16,34078,1.0116
15414,1983,1,73,8,1910,1,12,10223,.5058
15415,1983,2,56,8,1927,1,11,10223,1.5175
15416,1983,2,78,8,1905,1,12,10223,.5058
15417,1983,2,37,8,1946,1,12,10223,.5058
15418,1983,1,99,13,9999,1,8,0,1.0116
15419,1983,2,69,3,1914,1,8,3976,.5058
15420,1983,1,68,5,1915,1,8,6248,1.0116
15421,1983,2,38,12,1945,1,8,110895,1.0116
15422,1983,2,25,2,1958,1,8,2272,.5058
15423,1983,1,61,10,1922,1,4,21299,1.0116
15424,1983,2,44,6,1939,1,12,7384,.5058
15425,1983,1,50,12,1933,1,20,110895,1.5175
15426,1983,2,30,6,1953,1,8,7384,1.0116
15427,1983,2,55,12,1928,1,12,48277,1.0116
15428,1983,1,27,12,1956,1,12,34078,1.0116
15429,1983,2,46,12,1937,1,12,110895,1.0116
15430,1983,1,57,12,1926,1,10,110895,1.0116
15431,1983,2,29,12,1954,1,14,34078,1.0116
15432,1983,2,45,11,1938,1,13,26411,2.0233
15433,1983,2,57,3,1926,1,10,3976,.5058
15434,1983,1,47,3,1936,1,17,3976,.5058
15435,1983,2,80,4,1903,1,7,5112,.5058
15436,1983,2,81,5,1902,1,12,6248,.5058
15437,1983,2,40,3,1943,1,10,3976,.5058
15438,1983,2,33,2,1950,1,12,2272,.5058
15439,1983,2,23,2,1960,1,11,2272,.5058
15440,1983,2,31,10,1952,1,11,21299,.5058
15441,1983,2,29,9,1954,1,12,15619,1.0116
15442,1983,2,33,3,1950,1,12,3976,.5058
15443,1983,2,65,4,1918,1,12,5112,1.0116
15444,1983,1,29,9,1954,1,12,15619,1.0116
15445,1983,2,22,8,1961,1,10,10223,1.0116
15446,1983,1,72,6,1911,1,10,7384,.5058
15447,1983,1,50,12,1933,1,12,48277,1.0116
15448,1983,1,42,12,1941,1,14,48277,1.0116
15449,1983,1,67,9,1916,1,9,15619,1.0116
15450,1983,2,44,11,1939,1,13,26411,1.0116
15451,1983,2,25,2,1958,1,11,2272,.5058
15452,1983,1,71,3,1912,1,7,3976,.5058
15453,1983,1,55,11,1928,1,12,24139,1.0116
15454,1983,2,45,10,1938,1,12,18459,1.0116
15455,1983,1,41,12,1942,1,12,34078,.5058
15456,1983,2,31,12,1952,1,12,34078,1.0116
15457,1983,2,34,12,1949,1,14,34078,1.0116
15458,1983,2,26,11,1957,1,11,26411,1.0116
15459,1983,1,27,11,1956,1,12,24139,1.0116
15460,1983,1,45,12,1938,1,18,34078,1.0116
15461,1983,1,63,12,1920,1,12,34078,1.0116
15462,1983,1,44,12,1939,1,12,48277,1.0116
15463,1983,1,34,11,1949,1,12,26411,.5058
15464,1983,2,26,8,1957,1,12,10223,1.0116
15465,1983,2,45,9,1938,1,11,12779,.5058
15466,1983,2,24,8,1959,2,16,10223,.5058
15467,1983,1,66,10,1917,1,8,18459,1.0116
15468,1983,1,63,8,1920,1,17,10223,1.0116
15469,1983,1,57,13,1926,1,8,0,1.0116
15470,1983,1,65,8,1918,1,12,10223,1.0116
15471,1983,1,72,13,1911,1,11,0,1.0116
15472,1983,2,71,7,1912,1,8,8520,1.0116
15473,1983,2,72,98,1911,1,12,0,1.0116
15474,1983,1,61,11,1922,1,12,24139,1.0116
15475,1983,2,30,9,1953,3,20,12779,1.0116
15476,1983,2,39,8,1944,1,18,10223,.5058
15477,1983,2,65,10,1918,1,14,18459,.5058
15478,1983,2,43,3,1940,2,11,3976,.5058
15479,1983,1,27,12,1956,3,14,34078,.5058
15480,1983,1,75,10,1908,3,14,18459,2.0233
15481,1983,1,24,12,1959,1,12,48277,1.0116
15482,1983,1,28,9,1955,1,12,15619,1.0116
15483,1983,2,51,8,1932,1,11,10223,1.0116
15484,1983,2,32,11,1951,1,17,26411,1.0116
15485,1983,2,27,7,1956,1,13,8520,1.0116
15486,1983,2,67,7,1916,1,8,8520,.5058
15487,1983,1,60,12,1923,1,17,110895,1.5175
15488,1983,1,27,12,1956,1,16,48277,1.0116
15489,1983,2,32,98,1951,1,14,0,1.5175
15490,1983,2,74,10,1909,1,11,18459,1.0116
15491,1983,1,53,12,1930,1,10,110895,1.0116
15492,1983,2,82,3,1901,1,8,3976,.5058
15493,1983,1,49,12,1934,1,12,110895,1.0116
15494,1983,1,32,10,1951,1,14,21299,.5058
15495,1983,2,36,12,1947,1,12,34078,1.0116
15496,1983,1,46,12,1937,1,14,48277,1.0116
15497,1983,1,60,12,1923,1,16,48277,1.5175
15498,1983,1,39,10,1944,1,18,21299,1.0116
15499,1983,1,18,3,1965,1,12,3976,1.0116
15500,1983,1,19,12,1964,1,12,110895,2.0233
15501,1983,2,42,11,1941,1,12,24139,1.5175
15502,1983,1,33,13,1950,1,13,0,1.0116
15503,1983,1,72,10,1911,1,12,21299,.5058
15504,1983,2,57,7,1926,1,9,8520,1.0116
15505,1983,1,70,3,1913,1,7,3976,1.0116
15506,1983,2,65,9,1918,1,11,12779,1.0116
15507,1983,1,27,98,1956,1,14,0,1.0116
15508,1983,1,25,8,1958,1,6,10223,1.5175
15509,1983,1,35,9,1948,1,12,12779,1.0116
15510,1983,2,50,13,1933,1,17,0,1.5175
15511,1983,1,81,3,1902,1,7,3976,1.0116
15512,1983,2,26,9,1957,1,12,12779,1.0116
15513,1983,1,35,12,1948,1,12,48277,1.0116
15514,1983,1,35,12,1948,1,12,34078,1.0116
15515,1983,2,29,13,1954,1,7,0,1.0116
15516,1983,2,23,3,1960,1,16,3976,.5058
15517,1983,1,64,13,1919,1,11,0,1.0116
15518,1983,2,68,2,1915,1,4,2272,.5058
15519,1983,2,78,2,1905,1,4,2272,.5058
15520,1983,1,44,9,1939,1,9,12779,1.0116
15521,1983,1,23,12,1960,1,11,34078,1.0116
15522,1983,2,34,12,1949,1,12,48277,1.0116
15523,1983,1,36,12,1947,1,18,48277,1.0116
15524,1983,2,36,12,1947,1,17,48277,1.0116
15525,1983,1,42,12,1941,1,15,48277,1.0116
15526,1983,2,43,12,1940,1,16,110895,1.0116
15527,1983,2,35,12,1948,1,12,48277,1.0116
15528,1983,1,58,12,1925,1,17,110895,1.0116
15529,1983,2,28,12,1955,1,12,48277,1.0116
15530,1983,2,28,12,1955,1,12,34078,1.0116
15531,1983,2,44,12,1939,1,12,48277,1.0116
15532,1983,2,34,13,1949,1,16,0,1.0116
15533,1983,1,59,12,1924,1,19,110895,1.0116
15534,1983,2,41,12,1942,1,16,110895,1.0116
15535,1983,1,47,12,1936,1,13,110895,1.5175
15536,1983,1,28,12,1955,1,12,48277,1.0116
15537,1983,1,36,11,1947,1,13,26411,1.0116
15538,1983,2,27,11,1956,1,17,26411,1.0116
15539,1983,1,30,12,1953,1,12,34078,1.0116
15540,1983,2,52,11,1931,1,12,24139,1.0116
15541,1983,2,33,9,1950,1,13,15619,1.0116
15542,1983,2,45,11,1938,1,12,26411,1.5175
15543,1983,1,71,8,1912,1,7,10223,1.0116
15544,1983,1,44,12,1939,1,12,110895,1.5175
15545,1983,2,26,9,1957,1,12,12779,1.0116
15546,1983,1,46,12,1937,1,15,34078,.5058
15547,1983,1,24,12,1959,1,14,34078,1.0116
15548,1983,2,62,8,1921,1,8,10223,1.0116
15549,1983,1,40,10,1943,1,8,21299,1.0116
15550,1983,2,62,9,1921,1,13,12779,1.0116
15551,1983,1,33,9,1950,1,12,12779,1.0116
15552,1983,2,27,12,1956,1,17,34078,1.0116
15553,1983,1,53,11,1930,1,11,24139,.5058
15554,1983,1,42,11,1941,1,10,26411,1.0116
15555,1983,1,47,11,1936,1,12,24139,.5058
15556,1983,1,58,11,1925,1,12,26411,1.0116
15557,1983,2,65,13,1918,1,8,0,1.0116
15558,1983,2,63,5,1920,1,12,6248,.5058
15559,1983,2,18,98,1965,1,11,0,1.5175
15560,1983,1,20,10,1963,1,12,18459,2.0233
15561,1983,1,65,10,1918,1,9,21299,1.5175
15562,1983,1,61,11,1922,1,9,24139,1.0116
15563,1983,1,53,9,1930,1,14,15619,1.0116
15564,1983,1,33,11,1950,1,20,24139,1.0116
15565,1983,2,29,11,1954,1,12,24139,1.0116
15566,1983,1,31,9,1952,1,12,12779,1.0116
15567,1983,2,18,98,1965,1,11,0,1.0116
15568,1983,1,30,12,1953,1,7,34078,1.0116
15569,1983,2,56,12,1927,1,14,48277,1.0116
15570,1983,1,36,11,1947,1,16,24139,.5058
15571,1983,1,54,12,1929,1,18,48277,1.5175
15572,1983,2,49,98,1934,1,12,0,1.5175
15573,1983,2,48,4,1935,1,9,5112,1.0116
15574,1983,2,28,9,1955,1,12,15619,1.0116
15575,1983,2,69,8,1914,1,8,10223,.5058
15576,1983,1,19,98,1964,1,12,0,1.0116
15577,1983,2,24,12,1959,1,12,34078,1.0116
15578,1983,1,25,98,1958,1,10,0,1.0116
15579,1984,2,99,13,9999,1,12,0,.5165
15580,1984,2,33,12,1951,1,16,46773,.5165
15581,1984,2,43,9,1941,2,15,15132,.5165
15582,1984,2,31,12,1953,1,16,46773,1.0331
15583,1984,1,47,12,1937,1,16,92858,.5165
15584,1984,2,35,12,1949,1,17,46773,.5165
15585,1984,1,65,12,1919,1,18,33016,1.0331
15586,1984,1,19,98,1965,1,12,0,2.0661
15587,1984,2,26,98,1958,3,10,0,1.0331
15588,1984,2,42,9,1942,3,12,12381,1.0331
15589,1984,1,49,98,1935,2,12,0,1.0331
15590,1984,2,43,12,1941,1,12,33016,1.5496
15591,1984,2,19,98,1965,3,11,0,1.5496
15592,1984,2,57,98,1927,2,9,0,.5165
15593,1984,2,36,12,1948,2,13,46773,1.5496
15594,1984,2,40,11,1944,2,16,23386,2.0661
15595,1984,2,77,98,1907,2,6,0,.5165
15596,1984,1,84,98,1900,1,8,0,1.0331
15597,1984,2,37,12,1947,2,16,92858,1.0331
15598,1984,1,19,10,1965,3,11,17884,1.5496
15599,1984,2,20,9,1964,1,12,12381,2.0661
15600,1984,2,19,10,1965,1,11,17884,1.5496
15601,1984,1,38,11,1946,3,16,25587,1.0331
15602,1984,2,72,12,1912,1,10,33016,1.0331
15603,1984,1,40,11,1944,3,16,25587,1.0331
15604,1984,2,44,5,1940,2,12,6053,.5165
15605,1984,2,86,9,1898,1,8,15132,.5165
15606,1984,2,49,13,1935,1,10,0,.5165
15607,1984,2,52,12,1932,1,8,92858,1.0331
15608,1984,2,35,11,1949,2,20,25587,1.0331
15609,1984,2,86,98,1898,1,16,0,.5165
15610,1984,2,52,8,1932,1,8,9905,1.0331
15611,1984,2,34,5,1950,1,9,6053,1.0331
15612,1984,1,35,9,1949,2,12,12381,.5165
15613,1984,2,67,13,1917,1,12,0,1.0331
15614,1984,2,60,98,1924,1,12,0,1.0331
15615,1984,1,35,12,1949,1,16,46773,1.0331
15616,1984,1,23,12,1961,1,12,92858,2.5826
15617,1984,2,39,13,1945,1,16,0,1.0331
15618,1984,2,33,98,1951,1,9,0,1.0331
15619,1984,2,37,12,1947,1,15,46773,.5165
15620,1984,1,34,11,1950,1,12,25587,1.0331
15621,1984,2,32,12,1952,1,12,46773,1.0331
15622,1984,1,39,12,1945,1,14,46773,1.0331
15623,1984,2,43,12,1941,1,12,92858,1.0331
15624,1984,1,37,98,1947,1,14,0,1.0331
15625,1984,2,27,11,1957,1,12,25587,1.0331
15626,1984,1,21,12,1963,1,12,33016,1.5496
15627,1984,2,70,11,1914,1,16,25587,1.0331
15628,1984,1,40,12,1944,1,18,33016,1.0331
15629,1984,1,24,12,1960,1,13,46773,2.0661
15630,1984,1,60,12,1924,1,12,92858,2.0661
15631,1984,1,38,12,1946,1,20,33016,1.0331
15632,1984,1,36,12,1948,1,16,33016,1.0331
15633,1984,1,78,9,1906,1,10,15132,1.0331
15634,1984,2,64,9,1920,1,11,12381,2.5826
15635,1984,2,29,12,1955,1,14,33016,1.0331
15636,1984,2,20,98,1964,1,9,0,1.0331
15637,1984,2,36,11,1948,1,13,23386,1.0331
15638,1984,2,23,9,1961,1,10,15132,1.0331
15639,1984,1,40,12,1944,1,13,46773,1.0331
15640,1984,2,67,11,1917,3,15,23386,.5165
15641,1984,2,27,10,1957,1,12,20635,.5165
15642,1984,1,48,11,1936,1,15,23386,1.0331
15643,1984,1,46,12,1938,1,12,46773,.5165
15644,1984,2,23,12,1961,1,13,33016,2.5826
15645,1984,2,67,3,1917,1,17,3852,.5165
15646,1984,2,72,3,1912,1,15,3852,1.0331
15647,1984,2,57,9,1927,2,14,12381,.5165
15648,1984,1,67,9,1917,2,11,15132,.5165
